Org ID,Organization Name,Organization Type,HHS Org ID,Submission Period Year,"Year Ending 
Date",Org Quarter,Number Of Months,Quarter Range,Cash and Cash Equivalents,Short Term Investments,Current Assets Whose Use is Limited,Net Patient Accounts Receivable,Receivables Due From Affiliates,Third Party Settlements,Other Current Assets,Total Current Assets,Non Current Assets Whose Use is Limited,Contribution Receivables,Interest in Net Assets,Investment in Affiliates,Gross Property Plant and Equipment,Less Accumulated Depreciation,Net Property Plant and Equipment,Other Non Current Assets,Total Non Current Assets,Total Assets,Current Long Term Debt,Estimated Third Party Settlements,Current Liabilities Due to Affiliates,Other Current Liabilities,Total Current Liabilities,Long Term Debt Net of Current Portion,Non Current Liabilities Due to Affiliates,Other Non Current Liabilities,Total Non Current Liabilities,Total Liabilities,Net Unrestricted Assets,Net Temporarily Restricted Assets,Net Permanently Restricted Assets,Total Net Assets or Equity,Total Liabilities And Net Assets or Equity,Net Patient Service Revenue,Alternative Payment Methods,Other Operating Revenue,  Other Operating Revenue: Federal COVID-19 Relief Funds,     Other Operating Revenue: State & Other COVID-19 Relief Funds,Net Assets Released From Restrictions Used for Operations,Total Operating Revenue,Investment Income,Net Contribution Revenue,Change in Interest in Net Assets,Non Operating Gains Losses,Equity Method of Alternative Investment,Total Non Operating Revenue,Total Unrestricted Revenue Gains and Other Support,Salary and Benefit Expense,Outside Medical and Pharmacy Services,Depreciation and Amortization Expense,Interest Expense,Health Safety Net Assessment,Other Operating Expenses,Net Nonrecurring Gains and Losses,Total Expenses Including Nonrecurring Gains Losses,Total Excess of Revenue Gains and Other Support Over Expenses,Transfers from to Parent and Affiliates,Other Changes in Unrestricted Net Assets,Sub Total Increase / Decrease in Unrestricted Net Assets,Changes in Unrestricted Assets Related to Pension Activities,Changes in Accounting Principles,Total Increase or Decrease in Unrestricted Net Assets,"FINANCIAL METRICS (With COVID-19 Relief Funds)
Operating Margin ","FINANCIAL METRICS (With COVID-19 Relief Funds) 
Non Operating Margin "," FINANCIAL METRICS (With COVID-19 Relief Funds)
Total Margin"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Current Ratio"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Days in Accounts Receivable"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Average Payment Period"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Debt Service Coverage Ratio"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Cash Flow to Total Debt"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Equity Financing Ratio "," FINANCIAL METRICS (With COVID-19 Relief Funds)
Average Age of Plant"," FINANCIAL METRICS (Without COVID-19 Relief Funds) Total Excess of Revenue, Gains and Other Support Over Expenses (Without COVID-19 Relief Funds)", FINANCIAL METRICS (Without COVID-19 Relief Funds) Operating Margin (Without COVID-19 Relief Funds), FINANCIAL METRICS (Without COVID-19 Relief Funds) Non-Operating Margin (Without COVID-19 Relief Funds), FINANCIAL METRICS (Without COVID-19 Relief Funds) Total Margin (Without COVID-19 Relief Funds)
6546,Lahey Hospital & Medical Center,AcuteHospital,16665,2022,30-Sep,5,12,"10/01/2021-09/30/2022
","$1,045,000 ","$352,973,000 ",,"$99,873,000 ",,,"$121,065,000 ","$574,956,000 ","$128,935,000 ",,,,"$1,451,287,000 ","$994,511,000 ","$456,776,000 ","$38,247,000 ","$623,958,000 ","$1,198,914,000 ",,"$46,297,000 ","$62,223,000 ","$187,864,000 ","$296,384,000 ","$275,604,000 ",,"$205,153,000 ","$480,757,000 ","$777,141,000 ","$292,838,000 ",,"$128,935,000 ","$421,773,000 ","$1,198,914,000 ","$991,114,000 ",,"$62,205,000 ","$10,509,000 ","$304,000 ",,"$1,064,132,000 ",,,,"($69,092,000)",,"($69,092,000)","$995,040,000 ","$484,289,000 ",,"$64,280,000 ","$9,255,000 ","$12,651,000 ","$462,593,000 ",,"$1,033,068,000 ","($38,028,000)","($74,671,000)","$5,072,000 ","($107,627,000)","$78,293,000 ",,"($29,334,000)",3.10%,-6.90%,-3.80%,1.9,37,94,3.8,4.60%,35.20%,15,"($48,841,000)",2.10%,-7.00%,-5.00%
100,Mount Auburn Hospital,AcuteHospital,16665,2022,30-Sep,5,12,"10/01/2021-09/30/2022
","($6,792,000)","$78,312,000 ",,"$40,082,000 ",,,"$2,614,000 ","$114,216,000 ","$23,531,000 ",,,"$52,539,000 ","$612,068,000 ","$433,292,000 ","$178,776,000 ","$24,931,000 ","$279,777,000 ","$393,993,000 ","$9,190,000 ","$7,371,000 ","$18,140,000 ","$48,178,000 ","$82,879,000 ","$88,550,000 ",,"$28,264,000 ","$116,814,000 ","$199,693,000 ","$170,769,000 ",,"$23,531,000 ","$194,300,000 ","$393,993,000 ","$337,357,000 ",,"$17,749,000 ","$2,483,000 ","$155,000 ",,"$357,744,000 ",,,,"($14,359,000)",,"($14,359,000)","$343,385,000 ","$184,119,000 ",,"$26,438,000 ","$2,876,000 ","$3,695,000 ","$148,611,000 ",,"$365,739,000 ","($22,354,000)","($30,762,000)","$437,000 ","($52,679,000)","$7,000 ",,"($52,672,000)",-2.30%,-4.20%,-6.50%,1.4,43,81,0.6,2.40%,49.30%,16,"($24,992,000)",-3.10%,-4.20%,-7.30%
103,New England Baptist Hospital,AcuteHospital,16665,2022,30-Sep,5,12,"10/01/2021-09/30/2022
","($2,062,000)","$66,177,000 ",,"$21,470,000 ",,,"$66,324,000 ","$151,909,000 ","$30,977,000 ",,,,"$269,870,000 ","$194,889,000 ","$74,981,000 ","$40,695,000 ","$146,653,000 ","$298,562,000 ","$1,975,000 ","$3,550,000 ","$1,716,000 ","$20,272,000 ","$27,513,000 ","$43,963,000 ",,"$37,303,000 ","$81,266,000 ","$108,779,000 ","$158,806,000 ",,"$30,977,000 ","$189,783,000 ","$298,562,000 ","$221,217,000 ",,"$17,845,000 ","$606,000 ",,,"$239,668,000 ",,,,"($3,259,000)",,"($3,259,000)","$236,409,000 ","$94,416,000 ",,"$9,405,000 ","$1,491,000 ","$2,508,000 ","$123,481,000 ",,"$231,301,000 ","$5,108,000 ","$8,172,000 ",,"$13,280,000 ","$2,418,000 ",,"$15,698,000 ",3.50%,-1.40%,2.20%,5.5,35,39,4.6,20.30%,63.60%,21,"$4,502,000 ",3.30%,-1.40%,1.90%
3112,Northeast Hospital,AcuteHospital,16665,2022,30-Sep,5,12,"10/01/2021-09/30/2022
","($166,000)","$194,682,000 ",,"$40,193,000 ",,,"$67,732,000 ","$302,441,000 ","$24,202,000 ",,,,"$399,160,000 ","$289,437,000 ","$109,723,000 ","$13,551,000 ","$147,476,000 ","$449,917,000 ","$4,015,000 ","$15,310,000 ","$2,914,000 ","$44,909,000 ","$67,148,000 ","$73,998,000 ",,"$34,241,000 ","$108,239,000 ","$175,387,000 ","$250,328,000 ",,"$24,202,000 ","$274,530,000 ","$449,917,000 ","$394,055,000 ",,"$19,305,000 ","$1,668,000 ",,,"$415,028,000 ",,,,"($32,407,000)",,"($32,407,000)","$382,621,000 ","$226,078,000 ",,"$18,045,000 ","$2,008,000 ","$4,707,000 ","$166,278,000 ",,"$417,116,000 ","($34,495,000)","($17,515,000)","$460,000 ","($51,550,000)","$15,512,000 ",,"($36,038,000)",-0.50%,-8.50%,-9.00%,4.5,37,47,-2.4,-11.70%,61.00%,16,"($36,163,000)",-1.00%,-8.50%,-9.50%
138,Winchester Hospital,AcuteHospital,16665,2022,30-Sep,5,12,"10/01/2021-09/30/2022
","$631,000 ","$186,887,000 ",,"$28,550,000 ",,,"$47,432,000 ","$263,500,000 ","$27,735,000 ",,,,"$261,256,000 ","$133,713,000 ","$127,543,000 ","$44,336,000 ","$199,614,000 ","$463,114,000 ","$3,190,000 ","$6,519,000 ","$1,529,000 ","$38,207,000 ","$49,445,000 ","$74,634,000 ",,"$13,958,000 ","$88,592,000 ","$138,037,000 ","$297,342,000 ",,"$27,735,000 ","$325,077,000 ","$463,114,000 ","$314,861,000 ",,"$17,901,000 ","$1,500,000 ",,,"$334,262,000 ",,,,"($26,039,000)",,"($26,039,000)","$308,223,000 ","$167,772,000 ",,"$18,283,000 ","$2,708,000 ","$4,365,000 ","$134,044,000 ",,"$327,172,000 ","($18,949,000)","($11,781,000)","$82,000 ","($30,648,000)",,,"($30,648,000)",2.30%,-8.40%,-6.10%,5.3,33,51,0.3,-0.50%,70.20%,7,"($20,449,000)",1.80%,-8.50%,-6.70%
11801,The Affiliated Physicians Group,PhysicianOrganization,16665,2022,30-Sep,5,12,"10/01/2021-09/30/2022
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$84,115,000 ",,"$26,016,000 ","$108,000 ",,,"$110,239,000 ",,,,,,-,"$110,239,000 ","$105,217,000 ",,"$2,408,000 ",,,"$32,066,000 ",,"$139,691,000 ","($29,452,000)","$29,452,000 ",,,,,-,-26.70%,,-26.70%,-,,,0,,,0,"($29,560,000)",-26.80%,,-26.80%
11761,Community Physicians Associates,PhysicianOrganization,16665,2022,30-Sep,5,12,"10/01/2021-09/30/2022
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$4,538,000 ",,"$53,000 ","$1,000 ",,,"$4,592,000 ",,,,,,-,"$4,592,000 ","$5,212,000 ",,"$7,000 ","$3,000 ",,"$1,955,000 ",,"$7,177,000 ","($2,585,000)",,,"($2,585,000)",,,"($2,585,000)",-56.30%,,-56.30%,-,,,-858.3,,,0,"($2,586,000)",-56.30%,,-56.30%
9914,Harvard Medical Faculty Physicians,PhysicianOrganization,16665,2022,30-Sep,5,12,"10/01/2021-09/30/2022
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$436,408,000 ",,"$399,463,000 ",,,,"$835,871,000 ","($19,301,000)",,,"$2,119,000 ",,"($17,182,000)","$818,689,000 ","$742,435,000 ",,"$1,423,000 ",,,"$90,209,000 ",,"$834,067,000 ","($15,378,000)",,,"($15,378,000)",,,"($15,378,000)",0.20%,-2.10%,-1.90%,-,,,0,,,0,"($15,378,000)",0.20%,-2.10%,-1.90%
12037,"Jordan Physician Associates, Inc",PhysicianOrganization,16665,2022,30-Sep,5,12,"10/01/2021-09/30/2022
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$27,859,000 ",,"$5,740,000 ","$793,000 ",,,"$34,392,000 ",,,,,,-,"$34,392,000 ","$39,946,000 ",,"$347,000 ",,,"$9,098,000 ",,"$49,391,000 ","($14,999,000)","$12,672,000 ","$1,000 ","($2,326,000)",,,"($2,326,000)",-43.60%,,-43.60%,-,,,0,,,0,"($15,792,000)",-47.00%,,-47.00%
14421,Lahey Clinic,PhysicianOrganization,16665,2022,30-Sep,5,12,"10/01/2021-09/30/2022
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$274,444,000 ",,"$56,329,000 ","$534,000 ",,,"$331,307,000 ","($714,000)",,,"($6,187,000)",,"($6,901,000)","$324,406,000 ","$349,640,000 ",,"$5,425,000 ","$181,000 ",,"$40,322,000 ",,"$395,568,000 ","($71,162,000)","$71,366,000 ","($1,000)","$203,000 ",,,"$203,000 ",-19.80%,-2.10%,-21.90%,-,,,0,,,0,"($71,696,000)",-20.00%,-2.10%,-22.10%
14422,Lahey Physician Community Org,PhysicianOrganization,16665,2022,30-Sep,5,12,"10/01/2021-09/30/2022
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$18,378,000 ",,"$1,136,000 ","$166,000 ",,,"$19,680,000 ",,,,,,-,"$19,680,000 ","$17,087,000 ",,"$830,000 ",,,"$6,983,000 ",,"$24,900,000 ","($5,220,000)","$5,220,000 ",,,,,-,-26.50%,,-26.50%,-,,,0,,,0,"($5,386,000)",-27.60%,,-27.60%
11404,Mount Auburn Professional Services,PhysicianOrganization,16665,2022,30-Sep,5,12,"10/01/2021-09/30/2022
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$73,535,000 ",,"$13,976,000 ","$140,000 ",,,"$87,651,000 ",,,,"$1,454,000 ",,"$1,454,000 ","$89,105,000 ","$90,999,000 ",,"$974,000 ",,,"$30,878,000 ",,"$122,851,000 ","($33,746,000)","$30,762,000 ","($1,000)","($2,985,000)",,,"($2,985,000)",-39.50%,1.60%,-37.90%,-,,,0,,,0,"($33,886,000)",-39.70%,1.60%,-38.10%
8655,New England Baptist Medical Associates,PhysicianOrganization,16665,2022,30-Sep,5,12,"10/01/2021-09/30/2022
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$5,314,000 ",,"$4,028,000 ",,,,"$9,342,000 ",,,,,,-,"$9,342,000 ","$10,933,000 ",,,,,"$1,468,000 ",,"$12,401,000 ","($3,059,000)","$2,974,000 ","($1,000)","($86,000)",,,"($86,000)",-32.70%,,-32.70%,-,,,0,,,0,"($3,059,000)",-32.70%,,-32.70%
11408,Northeast Medical Practice,PhysicianOrganization,16665,2022,30-Sep,5,12,"10/01/2021-09/30/2022
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$37,493,000 ",,"$2,157,000 ","$81,000 ",,,"$39,731,000 ",,,,,,-,"$39,731,000 ","$35,962,000 ",,"$613,000 ",,,"$21,990,000 ",,"$58,565,000 ","($18,834,000)","$18,834,000 ",,,,,-,-47.40%,,-47.40%,-,,,0,,,0,"($18,915,000)",-47.70%,,-47.70%
11915,Seacoast Affiliated Group Practice,PhysicianOrganization,16665,2022,30-Sep,5,12,"10/01/2021-09/30/2022
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$12,482,000 ",,"$345,000 ","$23,000 ",,,"$12,850,000 ",,,,,,-,"$12,850,000 ","$11,207,000 ",,"$100,000 ",,,"$5,312,000 ",,"$16,619,000 ","($3,769,000)",,,"($3,769,000)",,,"($3,769,000)",-29.30%,,-29.30%,-,,,0,,,0,"($3,792,000)",-29.60%,,-29.60%
12022,Winchester Physician Associates,PhysicianOrganization,16665,2022,30-Sep,5,12,"10/01/2021-09/30/2022
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$47,409,000 ",,"$6,793,000 ","$196,000 ",,,"$54,398,000 ",,,,"($43,000)",,"($43,000)","$54,355,000 ","$39,885,000 ",,"$444,000 ",,,"$19,681,000 ",,"$60,010,000 ","($5,655,000)","$8,749,000 ",,"$3,094,000 ",,,"$3,094,000 ",-10.30%,-0.10%,-10.40%,-,,,0,,,0,"($5,851,000)",-10.70%,-0.10%,-10.80%
14286,Boston Children's Hospital and Subsidiaries,HHS,14286,2022,30-Sep,5,12,"10/01/2021-09/30/2022
","$276,480,000 ",,,"$402,301,000 ",,"$386,000 ","$251,609,000 ","$930,776,000 ","$3,634,772,000 ","$59,267,000 ",,,"$4,525,693,000 ","$2,340,340,000 ","$2,185,353,000 ","$3,702,410,000 ","$9,581,802,000 ","$10,512,578,000 ","$5,230,000 ","$13,280,000 ",,"$640,716,000 ","$659,226,000 ","$1,547,570,000 ",,"$974,687,000 ","$2,522,257,000 ","$3,181,483,000 ","$6,549,201,000 ","$462,492,000 ","$319,402,000 ","$7,331,095,000 ","$10,512,578,000 ","$2,444,524,000 ",,"$513,479,000 ","$93,570,000 ","$6,985,000 ","$68,938,000 ","$3,127,496,000 ","$215,048,000 ","$18,391,000 ",,"($549,844,000)","($154,948,000)","($471,353,000)","$2,656,143,000 ","$1,882,562,000 ",,"$152,904,000 ","$30,648,000 ","$28,818,000 ","$1,081,210,000 ",,"$3,176,142,000 ","($519,999,000)",,"$42,569,000 ","($477,430,000)","$19,196,000 ",,"($458,234,000)",-1.80%,-17.70%,-19.60%,1.4,60,78,-9.4,-16.60%,69.70%,15,"($620,554,000)",-5.80%,-18.40%,-24.30%
46,Boston Children's Hospital,AcuteHospital,14286,2022,30-Sep,5,12,"10/01/2021-09/30/2022
","$1,382,000 ",,,"$304,803,000 ","$2,919,210,000 ","$386,000 ","$281,473,000 ","$3,507,254,000 ","$1,587,274,000 ","$64,355,000 ",,,"$4,388,697,000 ","$2,254,493,000 ","$2,134,204,000 ","$604,198,000 ","$4,390,031,000 ","$7,897,285,000 ","$5,230,000 ","$13,280,000 ",,"$556,448,000 ","$574,958,000 ","$1,520,570,000 ",,"$734,345,000 ","$2,254,915,000 ","$2,829,873,000 ","$3,163,732,000 ","$931,429,000 ","$972,251,000 ","$5,067,412,000 ","$7,897,285,000 ","$1,602,927,000 ",,"$499,757,000 ","$74,378,000 ","$6,985,000 ","$86,102,000 ","$2,270,149,000 ","$24,323,000 ","$18,475,000 ",,"$80,644,000 ","($4,886,000)","$118,556,000 ","$2,388,705,000 ","$1,043,683,000 ",,"$148,059,000 ","$30,645,000 ","$28,818,000 ","$1,047,835,000 ",,"$2,299,040,000 ","$89,665,000 ","$32,542,000 ","$11,635,000 ","$133,842,000 ","($1,790,000)",,"$132,052,000 ",-1.20%,5.00%,3.80%,6.1,69,95,7.5,11.30%,64.20%,15,"$8,302,000 ",-4.80%,5.10%,0.40%
14426,"Physicians Organization at Children's Hospital, Inc. and Foundation",PhysicianOrganization,14286,2022,30-Sep,5,12,"10/01/2021-09/30/2022
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$711,274,038 ",,"$109,989,473 ","$9,121,817 ",,"$20,247,132 ","$850,632,460 ","$13,955,968 ",,,"($159,702,106)","($28,525,741)","($174,271,879)","$676,360,581 ","$696,391,232 ",,"$1,407,695 ",,,"$145,400,187 ",,"$843,199,114 ","($166,838,533)",,,"($166,838,533)",,,"($166,838,533)",1.10%,-25.80%,-24.70%,-,,,0,,,0,"($175,960,350)",-0.30%,-26.10%,-26.40%
14287,"Boston Medical Center Health System, Inc.",HHS,14287,2022,30-Sep,5,12,"10/01/2021-09/30/2022
","$1,090,370,000 ","$146,280,000 ",,"$122,508,000 ",,"$18,000 ","$275,367,000 ","$1,634,543,000 ","$777,132,000 ","$12,501,000 ",,,"$2,165,520,000 ","$1,178,894,000 ","$986,626,000 ","$486,815,000 ","$2,263,074,000 ","$3,897,617,000 ","$9,318,000 ","$7,413,000 ",,"$1,085,788,000 ","$1,102,519,000 ","$681,818,000 ",,"$228,138,000 ","$909,956,000 ","$2,012,475,000 ","$1,538,916,000 ","$306,113,000 ","$40,113,000 ","$1,885,142,000 ","$3,897,617,000 ","$1,126,099,000 ",,"$3,629,765,123 ","$46,202,877 ",,"$22,363,000 ","$4,824,430,000 ","($113,022,000)",,,"$1,190,000 ",,"($111,832,000)","$4,712,598,000 ","$1,283,308,000 ",,"$107,221,000 ","$23,431,000 ","$13,119,000 ","$3,396,468,000 ",,"$4,823,547,000 ","($110,949,000)",,"$8,123,000 ","($102,826,000)","$891,000 ",,"($101,935,000)",,-2.40%,-2.40%,1.5,40,85,0.6,-0.20%,48.40%,11,"($157,151,877)",-1.00%,-2.40%,-3.40%
3107,Boston Medical Center,AcuteHospital,14287,2022,30-Sep,5,12,"10/01/2021-09/30/2022
","$139,653,000 ","$146,280,000 ",,"$121,626,000 ","$46,083,000 ","$10,612,000 ","$148,486,000 ","$612,740,000 ","$774,561,000 ","$12,501,000 ",,,"$2,122,854,000 ","$1,149,620,000 ","$973,234,000 ","$135,343,000 ","$1,895,639,000 ","$2,508,379,000 ","$8,880,000 ","$7,413,000 ","$11,736,000 ","$334,466,000 ","$362,495,000 ","$680,865,000 ","($11,657,000)","$221,029,000 ","$890,237,000 ","$1,252,732,000 ","$909,421,000 ","$306,113,000 ","$40,113,000 ","$1,255,647,000 ","$2,508,379,000 ","$1,194,338,000 ",,"$847,076,000 ","$46,202,000 ",,"$22,363,000 ","$2,109,979,000 ","($65,039,000)",,,"$2,813,000 ",,"($62,226,000)","$2,047,753,000 ","$723,442,000 ",,"$104,260,000 ","$23,415,000 ","$13,119,000 ","$1,266,957,000 ",,"$2,131,193,000 ","($83,440,000)","($24,769,000)","$8,123,000 ","($100,086,000)","$891,000 ",,"($99,195,000)",-1.00%,-3.00%,-4.10%,1.7,37,64,1.4,2.00%,50.10%,11,"($129,642,000)",-3.40%,-3.10%,-6.50%
13198,Boston University Affiliated Physicians,PhysicianOrganization,14287,2022,30-Sep,5,12,"10/01/2021-09/30/2022
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$68,611 ",,"$1,049,484 ",,,,"$1,118,095 ",,,,,,-,"$1,118,095 ","$1,089,471 ",,,,,"$41,923 ",,"$1,131,394 ","($13,299)",,,"($13,299)",,,"($13,299)",-1.20%,,-1.20%,-,,,0,,,0,"($13,299)",-1.20%,,-1.20%
14418,BMC Faculty Practice Foundation,PhysicianOrganization,14287,2022,30-Sep,5,12,"10/01/2021-09/30/2022
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$190,840,332 ",,"$238,156,553 ","$988,751 ",,,"$429,985,636 ","$2,817,448 ","($1,623,158)",,"($9,710,717)",,"($8,516,427)","$421,469,209 ","$399,715,815 ",,"$619,339 ","$15,883 ",,"$54,850,917 ",,"$455,201,954 ","($33,732,745)","$20,212,397 ",,"($13,520,348)",,,"($13,520,348)",-6.00%,-2.00%,-8.00%,-,,,"-2,083.80",,,0,"($34,721,496)",-6.20%,-2.00%,-8.30%
13159,Cambridge Health Alliance,HHS,13159,2022,30-Jun,5,12,"07/01/2021-06/30/2022
","$217,624,593 ","$89,473,116 ",,"$27,595,840 ",,"$118,687,730 ","$24,774,171 ","$478,155,450 ","$6,741,883 ",,,,"$779,287,680 ","$548,942,284 ","$230,345,396 ","$35,407,011 ","$272,494,290 ","$750,649,740 ","$8,105,443 ","$23,509,825 ",,"$112,019,115 ","$143,634,383 ","$59,403,419 ",,"$251,466,973 ","$310,870,392 ","$454,504,775 ","$288,189,016 ",,"$7,955,951 ","$296,144,967 ","$750,649,742 ","$367,632,789 ","$53,550,728 ","$385,921,055 ",,,,"$807,104,572 ","($6,818,200)","$55,697,700 ",,"$7,600,000 ",,"$56,479,500 ","$863,584,072 ","$531,234,198 ",,"$30,387,934 ","$1,869,682 ","$3,352,182 ","$280,496,160 ",,"$847,340,156 ","$16,243,916 ",,,"$16,243,916 ",,,"$16,243,916 ",-4.70%,6.50%,1.90%,3.3,27,54,4.9,23.00%,39.50%,18,"$16,243,916 ",-4.70%,6.50%,1.90%
3108,Cambridge Health Alliance,AcuteHospital,13159,2022,30-Jun,5,12,"07/01/2021-06/30/2022
","$210,311,009 ","$89,473,116 ",,"$27,595,840 ","$131,859 ","$118,687,730 ","$23,983,432 ","$470,182,986 ","$6,741,883 ",,,,"$779,194,603 ","$548,849,434 ","$230,345,169 ","$35,407,011 ","$272,494,063 ","$742,677,049 ","$8,105,443 ","$23,509,825 ",,"$110,977,122 ","$142,592,390 ","$59,403,419 ",,"$251,466,973 ","$310,870,392 ","$453,462,782 ","$288,068,652 ",,"$1,145,618 ","$289,214,270 ","$742,677,052 ","$367,632,789 ","$53,550,728 ","$382,393,332 ",,,,"$803,576,849 ","($6,818,560)","$55,697,700 ",,"$7,600,000 ",,"$56,479,140 ","$860,055,989 ","$528,706,947 ",,"$30,387,840 ","$1,869,682 ","$3,352,182 ","$279,715,891 ",,"$844,032,542 ","$16,023,447 ",,,"$16,023,447 ",,,"$16,023,447 ",-4.70%,6.60%,1.90%,3.3,27,53,4.8,23.00%,38.90%,18,"$16,023,447 ",-4.70%,6.60%,1.90%
3109,"Cape Cod Healthcare, Inc.",HHS,3109,2022,30-Sep,5,12,"10/01/2021-09/30/2022
","$50,140,496 ","$63,808,518 ","$6,274,841 ","$86,869,561 ",,,"$46,390,115 ","$253,483,531 ","$55,868,193 ","$12,667,450 ",,,"$850,969,253 ","$521,093,512 ","$329,875,741 ","$505,939,162 ","$904,350,546 ","$1,157,834,077 ","$11,120,783 ","$17,951,350 ",,"$142,589,777 ","$171,661,910 ","$94,860,360 ",,"$66,549,149 ","$161,409,509 ","$333,071,419 ","$746,593,557 ","$78,169,101 ",,"$824,762,658 ","$1,157,834,077 ","$947,875,142 ",,"$60,812,782 ","$19,881,151 ",,"$3,465,756 ","$1,032,034,831 ","$6,089,328 ","$9,343,025 ","$326,403 ","($66,029,664)",,"($50,270,908)","$981,763,923 ","$636,630,246 ",,"$38,598,792 ","$2,996,005 ","$7,196,444 ","$352,923,100 ",,"$1,038,344,587 ","($56,580,664)",,"($5,694,237)","($62,274,901)",,,"($62,274,901)",-0.60%,-5.10%,-5.80%,1.5,33,56,-1.1,-6.70%,71.20%,14,"($76,461,815)",-2.70%,-5.20%,-7.90%
39,Cape Cod Hospital,AcuteHospital,3109,2022,30-Sep,5,12,"10/01/2021-09/30/2022
","$3,251,477 ","$22,241,992 ",$70 ,"$58,636,786 ","$47,787,690 ",,"$20,378,881 ","$152,296,896 ","$44,086,340 ",,,,"$491,281,874 ","$305,542,363 ","$185,739,511 ","$248,232,172 ","$478,058,023 ","$630,354,919 ","$7,920,284 ","$13,553,106 ","$3,912,941 ","$47,999,763 ","$73,386,094 ","$75,237,781 ",,"$1,396,250 ","$76,634,031 ","$150,020,125 ","$436,241,213 ","$44,093,581 ",,"$480,334,794 ","$630,354,919 ","$625,697,843 ",,"$10,671,312 ","$15,495,595 ",,"$1,854,830 ","$653,719,580 ","$3,078,480 ","$2,430,920 ","$326,403 ","($31,782,732)",,"($25,946,929)","$627,772,651 ","$345,583,705 ",,"$19,131,837 ","$2,174,145 ","$5,355,412 ","$261,289,613 ",,"$633,534,712 ","($5,762,061)","($21,473,240)","($3,189,533)","($30,424,834)",,,"($30,424,834)",3.20%,-4.10%,-0.90%,2.1,34,36,1.5,9.00%,76.20%,16,"($21,257,656)",0.80%,-4.20%,-3.50%
40,Falmouth Hospital,AcuteHospital,3109,2022,30-Sep,5,12,"10/01/2021-09/30/2022
","$1,617,440 ","$2,894,527 ",$9 ,"$16,535,154 ",,,"$5,227,410 ","$26,274,540 ","$15,108,610 ",,,,"$188,180,651 ","$121,354,288 ","$66,826,363 ","$162,988,407 ","$244,923,380 ","$271,197,920 ","$2,837,087 ","$4,398,244 ","$15,546,261 ","$12,101,326 ","$34,882,918 ","$16,587,680 ",,"$644,890 ","$17,232,570 ","$52,115,488 ","$203,973,822 ","$15,108,610 ",,"$219,082,432 ","$271,197,920 ","$173,972,171 ",,"$2,614,234 ","$3,500,122 ",,"$657,948 ","$180,744,475 ","$1,972,796 ","$626,467 ",,"($22,073,628)",,"($19,474,365)","$161,270,110 ","$99,710,791 ",,"$6,516,405 ","$513,515 ","$1,841,033 ","$69,118,426 ",,"$177,700,170 ","($16,430,060)","($7,203,360)","($2,536,188)","($26,169,608)",,,"($26,169,608)",1.90%,-12.10%,-10.20%,0.8,35,65,-2.8,-19.30%,80.80%,19,"($19,930,182)",-0.30%,-12.30%,-12.60%
11810,Medical Affiliates of Cape Cod Inc,PhysicianOrganization,3109,2022,30-Sep,5,12,"10/01/2021-09/30/2022
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$90,529,558 ",,"$827,666 ","$55,618 ",,"$2,397 ","$91,415,239 ",,,,,,-,"$91,415,239 ","$95,470,299 ",,"$575,260 ",,,"$27,132,935 ",,"$123,178,494 ","($31,763,255)","$28,813,440 ",,"($2,949,815)",,,"($2,949,815)",-34.70%,,-34.70%,-,,,0,,,0,"($31,818,873)",-34.80%,,-34.80%
